"HITID","Tweet","Worker1","Answer1","Worker2","Answer2","Agreement","Answer","Date"
"2K6H1XERSQV6J1Z09SK3PVWAYJ080S","RT @Reince: 432 days out from election day. Romney released a 160 pg plan. 14 days out. Obama released a 20 pg plan w/large photos  http ...","A2J0MGJFLGQOO5","none / other","A3UX2FXA3NMJCS","none / other","Yes","none / other","Mon Nov 12 20:53:19 UTC 2012"
"20P9KQW618N4J4BQ4NV55CETQCALN2","RT @BtooCold87: ROMNEY THREATENED HER WHOLE FAMILY @WWLTV Police say Louisiana woman who was burned admits she caused her own injuries h ...","AMAAE4PQGWD99","angry","ATBZC1F0M7F2F","angry","Yes","angry","Mon Nov 12 16:24:17 UTC 2012"
"24DP3TVOK5UFWFF9Z05O7FYQV0U63Z","@Occupy_Columbus @JohnKasich  Romney jadedly said how much he loved Detroit &amp; U.S. cars but opined- in an op ed- to let Detroit go bankrupt.","A2J0MGJFLGQOO5","angry","ATBZC1F0M7F2F","angry","Yes","angry","Mon Nov 12 21:01:44 UTC 2012"
"2F84J3NAB6BFZPTZQ89T9TJFGFWSFG","@Lucishock01 I think Romney did gd-some criticize not going pitbull on Obama.but smartr strategy.He did a Reagan thing.Romney shwd compassn.","A2J0MGJFLGQOO5","hopeful","ATBZC1F0M7F2F","hopeful","Yes","hopeful","Mon Nov 12 16:13:30 UTC 2012"
"2CO6RLPHIT3H86O6CSX2VJQ246KH9S","12 hours later. it's clear that Romney won the debate http://t.co/T2w4ddWS","A2J0MGJFLGQOO5","happy","ATBZC1F0M7F2F","happy","Yes","happy","Mon Nov 12 20:47:43 UTC 2012"
"231UNU8LZ6R7DQJ21I48R3VEAVA4KN","@PurrrCilla Romney?!","AMAAE4PQGWD99","none / other","ATBZC1F0M7F2F","none / other","Yes","none / other","Mon Nov 12 16:33:04 UTC 2012"
"2JV21O3W5XH0WZ33ACBYMPLSS6NBHW","Four punches that knocked out Mitt Romney: http://t.co/xK0yG5M1","A2J0MGJFLGQOO5","mocking","ATBZC1F0M7F2F","mocking","Yes","mocking","Mon Nov 12 20:59:26 UTC 2012"
"2V5LVWJ5OPB0B5UA08DWJ7EPCTL3VN","RT @CantBeFriendslf: We can't be friends if you want Romney to win.","A2J0MGJFLGQOO5","sad","ATBZC1F0M7F2F","sad","Yes","sad","Mon Nov 12 16:19:19 UTC 2012"
"2Z2MN9U8P9Y3L3A7PSUS2YIM3IBEVP","RT @LaxTweetss:  Romney","AMAAE4PQGWD99","none / other","ATBZC1F0M7F2F","none / other","Yes","none / other","Mon Nov 12 16:37:57 UTC 2012"
"2PWR9Y8TNKIMC20GCP8SAOM0SFCV86","@ktmcfarland","AMAAE4PQGWD99","none / other","ATBZC1F0M7F2F","none / other","Yes","none / other","Mon Nov 12 16:20:06 UTC 2012"
"2QKHECWA6X3Y1MQQSMG5SXPTLM0ML3","RT @chillaa_: Mitt Romney thought Instagram was used for weighing drugs #ImDone","A2J0MGJFLGQOO5","funny","ATBZC1F0M7F2F","funny","Yes","funny","Mon Nov 12 20:20:48 UTC 2012"
"2FQE4BLYHVI4HY6DCVL8LNEZVASU0U","@bdonahueweedman I don't believe Romney and I don't trust him either...I use to like some of Trump's views. but he bashes Obama way too much","A2J0MGJFLGQOO5","angry","ATBZC1F0M7F2F","angry","Yes","angry","Mon Nov 12 19:45:59 UTC 2012"
"2PWBDPGFL6VC26DKJX4WQOV1V6A4JO","RT @Shivian: Romney Plans to BAN Hospital Visitation Rights for Gays &amp; Lesbians - http://t.co/KIXOdHCj","A2J0MGJFLGQOO5","angry","ATBZC1F0M7F2F","angry","Yes","angry","Mon Nov 12 16:22:26 UTC 2012"
"2MFH0JPPSI2KBO3WKZY5SLM6ZILOI6","Dunia Lebih Menyukai Obama Daripada Romney http://t.co/YeY3F77m","A2J0MGJFLGQOO5","none / other","ATBZC1F0M7F2F","none / other","Yes","none / other","Mon Nov 12 16:24:35 UTC 2012"
"2I63W5XH0JPP5SGVQOGL0P75NK4EK3","#EatinTheBox got Romney thinking he can beat Obama !","A1Y6CLBM5VJQKD","funny","ATBZC1F0M7F2F","funny","Yes","funny","Mon Nov 12 15:23:49 UTC 2012"
"25Z1XERSQV664V3SA3UH3WAVNHO91L","RT @FUNNYPICS: Mrs. Romney   http://t.co/D5EcFvJl","A1Y6CLBM5VJQKD","funny","ATBZC1F0M7F2F","funny","Yes","funny","Mon Nov 12 15:17:51 UTC 2012"
"2B5U8LZ6R70GI1NJ5IA33E7WVRB6MF","@CBS @MsRenee_DC","A1Y6CLBM5VJQKD","none / other","A2J0MGJFLGQOO5","none / other","Yes","none / other","Mon Nov 12 16:17:55 UTC 2012"
"2JJO3W5XH0JP22WDC85PTSP78J3DJA","Billy Graham praises Romneys strong moral convictions | http://t.co/ehtpnfi5 http://t.co/GOd6S6Un #LifeSiteNews","A1Y6CLBM5VJQKD","hopeful","ATBZC1F0M7F2F","hopeful","Yes","hopeful","Mon Nov 12 15:06:18 UTC 2012"
"2YQ8MQU6L5OB8MWCJ7O4IIJFAFCWDO","Silly republicans.. #Romney didn't win the debate. #Election2012 #foxnews","A1Y6CLBM5VJQKD","mocking","AMAAE4PQGWD99","mocking","Yes","mocking","Mon Nov 12 16:18:52 UTC 2012"
"2ZZPCGJ2D21OG6J89AAPXSI2NXWB5F","Obama vs. Romney! LMAO. #WhereTheyDoThatAt ? http://t.co/ATP54mnp","A1Y6CLBM5VJQKD","funny","A2J0MGJFLGQOO5","funny","Yes","funny","Mon Nov 12 19:49:34 UTC 2012"
"2ZFKO2L92HEC9KK8V8FCKF0CS42GFK","RT @P24Al_Dia: Romney propone recortes a la salud y Obama califica de excesivo el gasto militar http://t.co/yoJ6G3Xl","A1Y6CLBM5VJQKD","none / other","A2J0MGJFLGQOO5","none / other","Yes","none / other","Mon Nov 12 20:12:35 UTC 2012"
"2KE5XH0JPPSIFUCPHVJPF5KLP5EMGX","MY TWEET TO SANDRA BERNHARD (VERIFIED) AND HER RESPONSE:","A1Y6CLBM5VJQKD","none / other","ATBZC1F0M7F2F","none / other","Yes","none / other","Mon Nov 12 14:59:53 UTC 2012"
"27IJG5TYMNCWBLIK7JJS0HX14I6MIP","RT @Jerseygirl345: WOW..  Romney Outpolling Carter. Reagan. Bush I. Clinton. Bush II and Obama - Washington Times: http://t.co/104J4asv  ...","A3UX2FXA3NMJCS","hopeful","ATBZC1F0M7F2F","hopeful","Yes","hopeful","Mon Nov 12 15:04:20 UTC 2012"
"2HUOK2JE1M7PXUNWJ6XO7AC07KHOV3","Obama vs Romney  http://t.co/B2ok4Umj via @essentia","A2J0MGJFLGQOO5","none / other","ATBZC1F0M7F2F","none / other","Yes","none / other","Mon Nov 12 16:13:10 UTC 2012"
"2JV21O3W5XH0WZ33ACBYMPLSS6NHB2","RT @FranRubino10: ROMNEY CALL MY HOUSE ONE MORE TIME","A2J0MGJFLGQOO5","angry","ATBZC1F0M7F2F","angry","Yes","angry","Mon Nov 12 20:35:19 UTC 2012"
"2TYJ2D21O3W5AREUHZJIAKYESKA8EE","RT @zachbraff: Romney farts on a young girl: http://t.co/jqJYiV3A","AMAAE4PQGWD99","funny","ATBZC1F0M7F2F","funny","Yes","funny","Mon Nov 12 16:10:11 UTC 2012"
"2902KYEPLSP7IUZXY6A3WAHQHPCVPQ","@PeytonList Obama or Romney?:D #AskPeytonList :))","A2J0MGJFLGQOO5","none / other","ATBZC1F0M7F2F","none / other","Yes","none / other","Mon Nov 12 19:45:51 UTC 2012"
"2JMSMEZZ2MIKZXN50Z0YB8TWZW0M5F","Excellent  Mitt Romney Is Dolores Umbridge via Slate http://t.co/jJ9EJy4m // @sinatra_please","AMAAE4PQGWD99","mocking","ATBZC1F0M7F2F","mocking","Yes","mocking","Mon Nov 12 16:21:35 UTC 2012"
"27IONNVRH1KH1JSRJLY6VV9LNVPOX6","@tonydatiger94 LOL fine your right but i still dislike romney. and tony you need to do your hw! #ThatsDead","AMAAE4PQGWD99","angry","ATBZC1F0M7F2F","angry","Yes","angry","Mon Nov 12 16:35:42 UTC 2012"
"26YSNTL0XULRTX7MBDDMLX5FS651NC","#Debate Fact Check: ""Romneys idea of using private financing [to bail out Detroit] was 'utter fantasy.'"" http://t.co/x3CHDWNy","AMAAE4PQGWD99","angry","ATBZC1F0M7F2F","angry","Yes","angry","Mon Nov 12 16:26:02 UTC 2012"
"26LTVOK5UFJ5E8L16YQF6QS1FRB85D","Yall need to wake up!! If your voting for Romney and cant tell he is a deceitful lier.... I cant imagine how... http://t.co/rMuB7yxV","A1Y6CLBM5VJQKD","angry","A2J0MGJFLGQOO5","angry","Yes","angry","Mon Nov 12 21:17:42 UTC 2012"
"2PFMB3Q39Z0BJ47ZY3VE3STVUJYJUQ","RT @aguywithnolife: Nicki Minaj is judging a singing contest. tyler perry is in an action movie. Romney could become president. We are l ...","A2J0MGJFLGQOO5","mocking","ATBZC1F0M7F2F","mocking","Yes","mocking","Mon Nov 12 21:02:16 UTC 2012"
"2KE5XH0JPPSIFUCPHVJPF5KLP5EGMR","Tell us who you believe won Monday night's presidential debate http://t.co/MSxhRM76 #Romney. #Obama. #Democrats. #Republicans. #GOP","A1Y6CLBM5VJQKD","none / other","A2J0MGJFLGQOO5","none / other","Yes","none / other","Mon Nov 12 19:52:40 UTC 2012"
"2UCCF806UFBNS29RMV63H5SW9MYE0X","Obama vs Romney Final Debate: Analysis Roundup READ IT HERE AND WATCH VIDEO http://t.co/l6NiqGkG","A2J0MGJFLGQOO5","none / other","ATBZC1F0M7F2F","none / other","Yes","none / other","Mon Nov 12 20:30:56 UTC 2012"
"2WVEY5COW0LG49HJ416LK6VNXYDW5F","RT @Traphik: The only English channel in this Austrian hotel room is CNN. I know SO much about Obama/Romney debate body language now.","AMAAE4PQGWD99","funny","ATBZC1F0M7F2F","funny","Yes","funny","Mon Nov 12 16:09:46 UTC 2012"
"2EZ0JPPSI2KYRZZ3HHWKTM6WM26JPU","RT @bannerite: Auto bailout piques voter interest as Obama uses it to criticize Romney http://t.co/XHJXOEAm","A2J0MGJFLGQOO5","angry","ATBZC1F0M7F2F","angry","Yes","angry","Mon Nov 12 19:41:24 UTC 2012"
"2SOBFMFFOYYI6B7U7N7E0C0R0V8ZMZ","Last night. Romney proved yet again that he'd say anything to close the deal. no matter what his real positions are: http://t.co/ZvHckEpP","A2J0MGJFLGQOO5","angry","ATBZC1F0M7F2F","angry","Yes","angry","Mon Nov 12 20:49:30 UTC 2012"
"2VUWA6X3YOCCSAQ0XUOP1INILWGOPI","The Chronicles of Mitt: Oct 23. 2012:","A1Y6CLBM5VJQKD","none / other","A2J0MGJFLGQOO5","none / other","Yes","none / other","Mon Nov 12 16:18:58 UTC 2012"
"230KMN9U8P9YGI77O7930UYIPZ1DU6","Romney Stumps For Candidate Who Says Medicare Social Security Unconstitutional http://t.co/HYSIr14u #WIsen #p2 #p2b #fb #dems #medicaid #fl","A1Y6CLBM5VJQKD","mocking","A2J0MGJFLGQOO5","mocking","Yes","mocking","Mon Nov 12 19:57:07 UTC 2012"
"23B6YTWX4H3HFZPF5J0GQ6IJUAN3YW","RT @slone: Dem BOB BECKEL: IF THOSE NUMBERS ARE CORRECT THEN IT IS OVER!!!!!!! Gallup: Romney 52% || Obama 45% #tcot","A2J0MGJFLGQOO5","hopeful","A3UX2FXA3NMJCS","hopeful","Yes","hopeful","Mon Nov 12 16:14:10 UTC 2012"
"24UWYB49F9SS5RBCTTFN0T5H8EQUQS","Romney to Log Cabin Republicans: ""You'll endorse? Then yeah. sure. gays are cool."" http://t.co/u5JIIz0V cc @BryanJFischer","A2J0MGJFLGQOO5","mocking","ATBZC1F0M7F2F","mocking","Yes","mocking","Mon Nov 12 16:14:55 UTC 2012"
"2HXK0COK2JE1ZH3VCJCR46OZDBISLL","@RckyBnntt Those people don't vote. so politicians don't care. Not to mention. Mitt Romney wouldn't even know where to begin","A2J0MGJFLGQOO5","angry","ATBZC1F0M7F2F","angry","Yes","angry","Mon Nov 12 16:15:58 UTC 2012"
"2TJPC6SK9RJ8IYDTRO8MIAPMRN83RU","RT @StarzandStrypz: Prediction: Romney's campaign over the last 2 weeks will hammer home the big issues. Obama's will wallow in slime &a ...","A2J0MGJFLGQOO5","hopeful","ATBZC1F0M7F2F","hopeful","Yes","hopeful","Mon Nov 12 20:48:15 UTC 2012"
"2N633FDEY5CO9AZRJ9U8KRFLF5DS1F","RT @tommy_whitmore: Romney Attacks Support for Electric Carmakers Tesla and Fisker In Presidential Debate (Tree Hugger Site) http://t.co ...","A2J0MGJFLGQOO5","angry","ATBZC1F0M7F2F","angry","Yes","angry","Mon Nov 12 16:12:49 UTC 2012"
"2FKAOO2GMMEG1YU1KMD6QAA2VD0774","Il web ironizza sull'ultimo dibattito televisivo Romney-Obama http://t.co/WAhKReDP","AMAAE4PQGWD99","none / other","ATBZC1F0M7F2F","none / other","Yes","none / other","Mon Nov 12 16:33:11 UTC 2012"
"2I86SVQ8H88M34KWXY2VKI1R0WM6PB","management. I BLAME MANAGEMENT. AND MITT ROMNEY.","A2J0MGJFLGQOO5","angry","ATBZC1F0M7F2F","angry","Yes","angry","Mon Nov 12 20:57:16 UTC 2012"
"2W36VCPWZ9RNQ6WZNBJ70N3DWFCPAK","@PeytonList Obama or Romney?:D #AskPeytonList 4","AMAAE4PQGWD99","none / other","ATBZC1F0M7F2F","none / other","Yes","none / other","Mon Nov 12 16:16:49 UTC 2012"
"2Z3KH1Q6SVQ8UIMXI4XLDOBVFHK2LT","RT @DykstraDame: Romney &amp; Company Shipped Every Single Delphi UAW Job to China: http://t.co/9xTmJJ8V","A2J0MGJFLGQOO5","angry","ATBZC1F0M7F2F","angry","Yes","angry","Mon Nov 12 20:46:40 UTC 2012"
"2QNSW6NG1FS3081U3861NZSZO1FJXI","Obama Obama Romney sucks","A2J0MGJFLGQOO5","angry","ATBZC1F0M7F2F","angry","Yes","angry","Mon Nov 12 19:40:35 UTC 2012"
"27QH88MQU6L51L9NABIX54AIMEPBUX","#iFollowBack #FF #SV Sidste chance: Romney og Obama i valgspurt: Meningsmlinger viser ddt... http://t.co/1OGdYSv9 #TeamFollowBack #TFB","A2J0MGJFLGQOO5","none / other","ATBZC1F0M7F2F","none / other","Yes","none / other","Mon Nov 12 21:03:41 UTC 2012"
"25F7H57DZKPFRESR5R4MA5L8L85C2M","RT @tyleroakley: If anyone ever looks at me the way Mitt Romney looks at Barack Obama. I'm getting a restraining order. #finaldebate","AMAAE4PQGWD99","funny","ATBZC1F0M7F2F","funny","Yes","funny","Mon Nov 12 16:34:36 UTC 2012"
"2J5JKM05BMJT7RC7UQKPHRA7V4EDIY","I'm not a fan of Romney or Obama. But America has already given Obama a  chance: he didn't do what he said he would. Why not let Romney try?","A2J0MGJFLGQOO5","hopeful","ATBZC1F0M7F2F","hopeful","Yes","hopeful","Mon Nov 12 20:16:10 UTC 2012"
"2QG8TNKIMZSMIUTSKCFM8PGVI20BYV","RT @jameshaning: Retweet if you agree: We cant afford Mitt Romneys failed policies of the past. We need to keep moving forward. http:/ ...","A2J0MGJFLGQOO5","hopeful","ATBZC1F0M7F2F","hopeful","Yes","hopeful","Mon Nov 12 19:39:23 UTC 2012"
"2HXK0COK2JE1ZH3VCJCR46OZDBILSE","RT @BarackObama: RT if you agree: We cant afford Mitt Romneys failed policies of the past. We need to keep moving forward. http://t.co ...","A2J0MGJFLGQOO5","hopeful","ATBZC1F0M7F2F","hopeful","Yes","hopeful","Mon Nov 12 19:48:03 UTC 2012"
"2DG2AOO2GMMETY2RI23MEIAA5RW665","@RepPaulRyan I feel the same way. Everyone follow me I just joined :-D. Go Mitt Romney and Paul Ryan!","AMAAE4PQGWD99","hopeful","ATBZC1F0M7F2F","hopeful","Yes","hopeful","Mon Nov 12 16:38:18 UTC 2012"
"2BR8JHSTLB3LDPPU1SFBREJRHUWGS3","RT @steveweinstein: This is must read on Auto bailout: Romney &amp; Company Shipped Every Single Delphi UAW Job to China: http://t.co/O5 ...","AMAAE4PQGWD99","angry","ATBZC1F0M7F2F","angry","Yes","angry","Mon Nov 12 16:37:07 UTC 2012"
"21062NJQ2172CJN19G2KTCVEETJOWD","@PeytonList Obama or Romney?:D #AskPeytonList ;);)","A2J0MGJFLGQOO5","none / other","ATBZC1F0M7F2F","none / other","Yes","none / other","Mon Nov 12 19:40:27 UTC 2012"
"2YGW2GTP9RA75FAXTG0Y0OF73I4PUW","RT @maryclimer: RT @BudmansCom: Just you tow.  RT @maryclimer: No I do too RT @hmfearny: Am I the only one who accidentally types Romeny ...","AMAAE4PQGWD99","none / other","ATBZC1F0M7F2F","none / other","Yes","none / other","Mon Nov 12 16:35:53 UTC 2012"
"2OOO33FDEY5C16EW81Q3GCRFOBOR0N","RT @THR: RT @FashTrackTHR Michelle Obama Vs. Ann Romney at the Final Presidential Fashion Debate (Poll) http://t.co/l2LdNrrN","A1Y6CLBM5VJQKD","none / other","A2J0MGJFLGQOO5","none / other","Yes","none / other","Mon Nov 12 20:47:14 UTC 2012"
"26QJVCNHMVHVXMXBTBB2F4J7CJ920K","Romney en segundo debate: Obama no ha cumplido con la reforma de nuestro sistema migratorio. no fren la inmigracin ilegal. #EEUUdecide","A1Y6CLBM5VJQKD","none / other","A2J0MGJFLGQOO5","none / other","Yes","none / other","Mon Nov 12 20:17:15 UTC 2012"
"2IDP9746OQ1S004IIGY0D1QKFM9M2E","RT @donnabrazile: @dailykos: Daily Kos/SEIU State of the Nation poll: Obama erases Romney lead http://t.co/PhEUDT7W","A1Y6CLBM5VJQKD","none / other","AMAAE4PQGWD99","none / other","Yes","none / other","Mon Nov 12 16:27:30 UTC 2012"
"25CQIHPCGJ2DFB2EOFOH8JPPVHL287","RT @guardian: Catch up: Obama and Romney clash over foreign policy in final presidential debate http://t.co/ZdYGR2e2 #election2012","A1Y6CLBM5VJQKD","none / other","A2J0MGJFLGQOO5","none / other","Yes","none / other","Mon Nov 12 16:19:46 UTC 2012"
"2VYDHDM25L8IMXD7YR5ZEOE4TVPPFX","RT @JosephG_: Romney said "" when I'm president ! "" LMFAOOO  I'VE FALLEN AND I CAN'T GET UP . http://t.co/Mvj0zeNa","A1Y6CLBM5VJQKD","funny","A2J0MGJFLGQOO5","funny","Yes","funny","Mon Nov 12 20:12:28 UTC 2012"
"22IXULRGNTBJGW0OPF6PFN62NGT6SR","@BigABossin my gma is convinced I'm voting Romney. I wouldn't dare bring up Obamas name in her house lol","A1Y6CLBM5VJQKD","funny","AMAAE4PQGWD99","funny","Yes","funny","Mon Nov 12 16:24:44 UTC 2012"
"28UJK63ZVE3H4AY5AKH9RL5R6EJZAF","RT @L1feIsN0w: Keep praying! ""@AntiEgalitarian: Romney Takes Electoral College Lead for 1st Time http://t.co/N3eoGZQK Hope is coming to  ...","A1Y6CLBM5VJQKD","hopeful","A2J0MGJFLGQOO5","hopeful","Yes","hopeful","Mon Nov 12 21:02:01 UTC 2012"
"2LRF9SSSHX11WY13LF85N8J4ROKZVG","Obama y Romney entran en recta final de campaa... http://t.co/x3jyadED","A1Y6CLBM5VJQKD","none / other","ATBZC1F0M7F2F","none / other","Yes","none / other","Mon Nov 12 16:15:10 UTC 2012"
"27JSNQQ7Q670IB4V4XI1ATQC4W4UAL","RT @TheRealRoseanne: women should not vote 4 obama nor 4 romney. but 4 me http://t.co/WKjXyiZ4 black ppl too. gays. immigrants. military.","A182JW8U6PO60U","funny","A2J0MGJFLGQOO5","funny","Yes","funny","Mon Nov 12 19:57:41 UTC 2012"
"25TDDP8PJWKUQNM8ELUQB9Z0E5C6H6","#barackobama Dunia Lebih Menyukai Obama Daripada Romney http://t.co/dNfvQ3Ll","A1Y6CLBM5VJQKD","none / other","AMAAE4PQGWD99","none / other","Yes","none / other","Mon Nov 12 16:25:39 UTC 2012"
"2LWGDHDM25L8VJ1AOG8E76OE7PEEON","HUGE crowd for Romney at Red Rocks in Colorado! http://t.co/EZ9AzYY2 #tcot","A2J0MGJFLGQOO5","happy","A3UX2FXA3NMJCS","happy","Yes","happy","Mon Nov 12 19:57:56 UTC 2012"
"2OIG5R98D8J38OL7K2KN6CG3PB2EU0","RT @soybean_soj: I do not like Mitt Romney.","A2J0MGJFLGQOO5","angry","ATBZC1F0M7F2F","angry","Yes","angry","Mon Nov 12 20:57:27 UTC 2012"
"29BMOFXRDS4IPBS95XOJNM11D10WT7","#TeamObama because he may of fucked up four years but it's he'll a lot better then Romney for president. Considering Romney lies!","AMAAE4PQGWD99","angry","ATBZC1F0M7F2F","angry","Yes","angry","Mon Nov 12 16:10:51 UTC 2012"
"2MPDZKPFE4EGQRRXUFC8Q9NZZ5ZG6H","If math were a person. it would be Romney.","AMAAE4PQGWD99","funny","ATBZC1F0M7F2F","funny","Yes","funny","Mon Nov 12 16:14:36 UTC 2012"
"2LNUUKQOYGNI9B130Y70907SYFSGYH","Mitt Romney don't pay no tax! Mitt Romney don't pay no tax!","AMAAE4PQGWD99","angry","ATBZC1F0M7F2F","angry","Yes","angry","Mon Nov 12 16:22:54 UTC 2012"
"29TRI8IUB2YUMIXSK3CBBL0FEIR6IZ","RT @GarrettNBCNews: Colorado Dems pointing out the irony of Romney event at Red Rocks. which was built entirely w/ public funds in 1930' ...","A2J0MGJFLGQOO5","mocking","ATBZC1F0M7F2F","mocking","Yes","mocking","Mon Nov 12 20:48:31 UTC 2012"
"2581SNQQ7Q67DFF1CMER92TQF0ET9D","Debate on Romney Obama Foreign policy! Ugh.... In class","A2J0MGJFLGQOO5","sad","ATBZC1F0M7F2F","sad","Yes","sad","Mon Nov 12 21:15:16 UTC 2012"
"2T6K2JE1M7PKXJZ2OGFZIC04OYFWP2","i'm still torn between voting libertarian or voting democrat just because obamas not as much of a shitbag as romney ...","A2J0MGJFLGQOO5","angry","ATBZC1F0M7F2F","angry","Yes","angry","Mon Nov 12 20:11:53 UTC 2012"
"23T3Q39Z0B6U6YK4WOMS1VRKJOEWL4","RT @gretawire: Gloria Allred to attempt unsealing Mitt Romney court testimony: I have no idea what is up with Gloria Allred al... http: ...","A2J0MGJFLGQOO5","afraid","ATBZC1F0M7F2F","afraid","Yes","afraid","Mon Nov 12 21:02:08 UTC 2012"
"2WT0HFL42J1LBFMMZCYM8IGFNGV1MC","@kyliharijuku: Romney is A CTFU!!!","A2J0MGJFLGQOO5","angry","ATBZC1F0M7F2F","angry","Yes","angry","Mon Nov 12 20:56:51 UTC 2012"
"2RB2D5NQYN5FG0EU8FKYUNCW1AM6AV","Obama impone su visin del mundo ante un Romney pasivo y cauto http://t.co/VhrwEc0f","A2J0MGJFLGQOO5","none / other","AMAAE4PQGWD99","none / other","Yes","none / other","Mon Nov 12 20:00:08 UTC 2012"
"2HUOK2JE1M7PXUNWJ6XO7AC07KGVO9","RT @KarilysBaeZx3: Romney o Barack? ME FUI CON OBAMAAA /o/ .","A2J0MGJFLGQOO5","none / other","ATBZC1F0M7F2F","none / other","Yes","none / other","Mon Nov 12 16:16:17 UTC 2012"
"2T5HMVHVKCJ0EBYDZEA7HKQW90Q46I","RT @BarackObama: RT if you agree: We cant afford Mitt Romneys failed policies of the past. We need to keep moving forward. http://t.co ...","A2J0MGJFLGQOO5","hopeful","ATBZC1F0M7F2F","hopeful","Yes","hopeful","Mon Nov 12 19:42:37 UTC 2012"
"2X2PEIB9BAWL5WB0IFMX2D3MWQA1Y3","@PeytonList Obama or Romney?:D #AskPeytonList 3","A2J0MGJFLGQOO5","none / other","ATBZC1F0M7F2F","none / other","Yes","none / other","Mon Nov 12 16:28:16 UTC 2012"
"2D2UDD8XMB3QGJDB3GLTW6T4HUAPEF","@franyafranya @kempo50 @bebird Romney alpha male type. Ppl want Daddy 2 save them. No thot of how. Friend calls us nation of battered women","A2J0MGJFLGQOO5","angry","AMAAE4PQGWD99","angry","Yes","angry","Mon Nov 12 20:00:02 UTC 2012"
"23QJIA0RYNJ9FXXVEAWBUJTUKXF27K","Went to my Eye doctor today in High Land park and everybody up there got Romney posters ONLY ! No Obama .-. #TypicalAmerican #SMH","A2J0MGJFLGQOO5","angry","AMAAE4PQGWD99","angry","Yes","angry","Mon Nov 12 21:02:38 UTC 2012"
"2U7GFL6VCPWZM11OOSFV9S7SQ2W7MG","RT @edshow: Mitt Romney tries to ""airbrush"" history. while the president lays out the facts on outsourcing. China. Tweet so we can share ...","A2J0MGJFLGQOO5","angry","AMAAE4PQGWD99","angry","Yes","angry","Mon Nov 12 20:34:38 UTC 2012"
"214T6YTWX4H3UC3MWN09OI6IMQTX29","The third party #debate is starting in 2 minutes (no #Obama or #Romney!): http://t.co/fcZnnU67 #ExpandTheDebate #election2012 #debate2012","A2J0MGJFLGQOO5","none / other","AMAAE4PQGWD99","none / other","Yes","none / other","Mon Nov 12 19:41:56 UTC 2012"
"207PSI2KYEPL5ZLGCVD64J3ODG8SMN","RT @slone: OUCH! 3rd debate looked like PRESIDENT Mitt Romney being challenged by a PRETENDER called Barack Obama. http://t.co/TcGljVqs  ...","A2J0MGJFLGQOO5","happy","ATBZC1F0M7F2F","happy","Yes","happy","Mon Nov 12 19:48:27 UTC 2012"
"29UXKNQY2RCJXGHANOUHZ0KUL98R27","Romney ... its a country not a company -__-","A2J0MGJFLGQOO5","angry","ATBZC1F0M7F2F","angry","Yes","angry","Mon Nov 12 22:13:12 UTC 2012"
"2KD0FK0COK2JRB0IHUB9TRW6RYSJQL","@boner4kony: Romney is A","A1Y6CLBM5VJQKD","none / other","AMAAE4PQGWD99","none / other","Yes","none / other","Mon Nov 12 17:57:12 UTC 2012"
"2I7C6SK9RJ8519WA6RDAIPMORPNS4S","RT @DCdebbie: I'm worried Republicans are going to successfully rig the elections in swing states to elect Romney.","A182JW8U6PO60U","afraid","A2J0MGJFLGQOO5","afraid","Yes","afraid","Tue Nov 13 02:06:40 UTC 2012"
"2OIG5R98D8J38OL7K2KN6CG3PB2UEG","RT @DaveSchwick: Ann Romney Makes Surprise Birthday Call to 79-Year-Old Pennsylvania Woman with Terminal Illness http://t.co/FzFuXV32 vi ...","A2J0MGJFLGQOO5","happy","AMAAE4PQGWD99","happy","Yes","happy","Mon Nov 12 16:22:10 UTC 2012"
"2LW6AUBXHWSHKPZK152Z4DRL04R3ZN","Il web ironizza sull'ultimo dibattito televisivo Romney-Obama http://t.co/D8zh50r0","A2J0MGJFLGQOO5","none / other","ATBZC1F0M7F2F","none / other","Yes","none / other","Mon Nov 12 19:41:12 UTC 2012"
"2LX0OHOVR14IAU2DDJTHMCWA9WL65P","@PeytonList Obama or Romney?:D #AskPeytonList :D","A2J0MGJFLGQOO5","none / other","AMAAE4PQGWD99","none / other","Yes","none / other","Mon Nov 12 21:15:55 UTC 2012"
